Asset,Timeframe,Date,Price,EMA21,ATR,RSI,RSI_Z_Score,ATR_Distance,Pct_Above_EMA,High,Low,Volume,Unnamed: 10,Unnamed: 11,Unnamed: 12
CAC,1w,2026-09-07,8377.8603515625,8239.53255709909,212.656045596658,48.78255457539821,-1.238929184253229,0.5612533305389138,1.6788306072560926,8398.4296875,8274.8896484375,188961100.0,8317.3701171875,8255.7197265625,0.0
CLSK,1d,2026-09-09,13.56999969482422,12.51542776416703,0.978659583117861,56.31015210059734,2.12215540778562,1.0775676740399185,8.426175681158407,14.19499969482422,12.760000228881836,25971600.0,13.80990028381348,13.5600004196167,864306.0
CLSK,1w,2026-09-07,13.56999969482422,13.12903505065807,2.46152031440596,51.87545119231868,-0.2747758341948126,0.1791432073850542,3.35869804951163,15.100000381469728,12.020000457763672,183304504.0,13.80990028381348,12.52999973297119,19553806.0
COPPER,1d,2026-09-10,6.564000129699707,6.585488105290088,0.1202751635819891,49.95625913302075,-1.060927149137726,-0.17865679788274402,-0.32629283124997555,6.297999858856201,6.206500053405762,13484.0,6.891499996185303,6.541500091552734,56503.0
COPPER,1w,2026-09-07,6.690499782562256,6.300541960759572,0.2499431277099284,66.34086637112453,0.8565854641802062,1.5290226319731153,6.189274259760212,6.297999858856201,6.206500053405762,13484.0,6.725500106811523,6.636000156402588,12315.0
CORN,1d,2026-09-10,532.0,497.4613852202271,11.29020169174912,74.37990032184818,0.7327758175996154,3.059167207350576,6.9429740289253985,465.0,458.75,24297.0,533.0,526.75,32845.0
CORN,1w,2026-09-07,537.75,464.2858314530555,22.30914691470957,72.99900491486991,1.86003544544649,3.2930066231490813,15.823047693923126,465.0,458.75,24297.0,543.5,536.75,112222.0
D2X,1d,2026-09-10,0.00137101087726352,0.001465086589876605,9.684306155660973e-05,43.52679720509388,-1.054738499507912,-0.9714243963476196,-6.421170821105418,0.0014088193321753,0.0012480955030419,14.402446928458902,0.00137101087726352,0.001344655781291839,1.613796605253043
D2X,1w,2026-09-13,0.0014178927764453,0.0014802347909862,0.0003443868575778,49.32246179163213,,-0.1810232102911856,-4.211630136007365,0.0011320048590893,0.0010262648624914,17.21285150838367,0.001438454472184,0.0014115948629523,118.1752299719017
DAX,1d,2026-09-10,25421.830078125,25963.70309311456,253.7966146004667,36.23003480307428,-2.098054936167676,-2.135067939509716,-2.0870405621502504,25021.509765625,24696.169921875,44374100.0,25612.08984375,25393.650390625,0.0
DAX,1w,2026-09-07,24915.490234375,24594.05775560844,722.32415695296,58.00474237262065,0.274143558093259,0.380704648983117,1.3069517928299623,25204.6796875,24696.169921875,183487900.0,26069.990234375,25919.609375,0.0
DJI,1d,2026-09-09,52440.421875,53181.3069995194,469.2896873404349,41.6062583603045,-2.067549561189822,-1.5787372799904391,-1.3931307188935715,52924.859375,52367.421875,528320000.0,52707.8984375,52440.421875,32361811.0
DJI,1w,2026-09-07,52436.828125,51808.47686407954,1173.060507968597,57.7505147398051,-1.881438495665234,0.5356511933119171,1.2128348466390035,52924.859375,52046.359375,2306540000.0,53110.44921875,52436.828125,450356753.0
DRIFT,1d,2023-06-16,8.600000001024455e-05,9.652778635115262e-05,2.165873897924276e-06,21.0028755851137,-1.0463495329897976,-4.860756829378505,-10.906482722611775,8.600000001024455e-05,8.600000001024455e-05,0.0,,,
DRIFT,1w,2023-06-12,8.600000001024455e-05,0.0001148748679512,5.418002991305885e-05,40.195001670879904,-1.508552232074676,-0.5329430047814907,-25.13593134511161,8.600000001024455e-05,8.600000001024455e-05,0.0,,,
DXY,1d,2026-09-10,99.12100219726562,99.34772506446603,0.4295483376478613,44.50363555613536,0.7896898868940555,-0.5278168888789246,-0.22821143317905784,100.8000030517578,100.64700317382812,0.0,99.1989974975586,98.70600128173828,0.0
DXY,1w,2026-09-07,99.4280014038086,99.7025193590845,1.050415830643727,47.30484078904223,-1.011471839436025,-0.2610038381642205,-0.2753370296363511,100.8000030517578,100.64700317382812,0.0,99.20899963378906,98.83200073242188,0.0
EIGEN,1d,2026-09-10,0.1976400017738342,0.2015855153406819,0.01420353461431852,48.38863337994426,-1.03816169991637,-0.27778392308561256,-1.9572406083739335,0.246515467762947,0.2265902161598205,30041562.0,0.2050865888595581,0.1969810873270035,18506474.0
